package,tier,source_path,target_path,verdict,reason,bytes_raw,bytes_shipped
B,pilot,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/pilot/artifacts/checkpoints/P14-C017-replications.csv,data-frozen/pilot/checkpoints/P14-C017-replications.csv,ship,Phase 14 feasibility pilot,117449,117449
B,pilot,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/pilot/artifacts/checkpoints/P14-C018-replications.csv,data-frozen/pilot/checkpoints/P14-C018-replications.csv,ship,Phase 14 feasibility pilot,126467,126467
B,pilot,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/pilot/artifacts/v4-phase14-pilot-aggregate-summary-v1.csv,data-frozen/pilot/v4-phase14-pilot-aggregate-summary-v1.csv,ship,Phase 14 feasibility pilot,5417,5417
B,pilot,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/pilot/artifacts/v4-phase14-pilot-cell-summary-v1.csv,data-frozen/pilot/v4-phase14-pilot-cell-summary-v1.csv,ship,Phase 14 feasibility pilot,26593,26593
B,pilot,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/pilot/artifacts/v4-phase14-pilot-receipt-v1.json,data-frozen/pilot/v4-phase14-pilot-receipt-v1.json,ship,Phase 14 feasibility pilot,1782,1782
B,pilot,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/pilot/artifacts/v4-phase14-pilot-replications-v1.csv,data-frozen/pilot/v4-phase14-pilot-replications-v1.csv,ship,Phase 14 feasibility pilot,2205126,2205126
B,pilot,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/pilot/artifacts/v4-phase14-pilot-truth-v1.csv,data-frozen/pilot/v4-phase14-pilot-truth-v1.csv,ship,Phase 14 feasibility pilot,4214,4214
B,development,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/development/artifacts/v4-phase15-training-candidate-decisions-v1.csv,data-frozen/development/v4-phase15-training-candidate-decisions-v1.csv,ship,Phase 15 training tier,1539,1539
B,development,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/development/artifacts/v4-phase15-training-candidate-summary-v1.csv,data-frozen/development/v4-phase15-training-candidate-summary-v1.csv,ship,Phase 15 training tier,2011,2011
B,development,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/development/artifacts/v4-phase15-training-method-lock-v1.json,data-frozen/development/v4-phase15-training-method-lock-v1.json,ship,Phase 15 training tier,2166,2166
B,development,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/development/artifacts/v4-phase15-training-raw-manifest-v1.csv,data-frozen/development/v4-phase15-training-raw-manifest-v1.csv,ship,Phase 15 training tier,11518,11518
B,development,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/development/artifacts/v4-phase15-training-subgroup-summary-v1.csv,data-frozen/development/v4-phase15-training-subgroup-summary-v1.csv,ship,Phase 15 training tier,14646,14646
B,validation,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/validation/artifacts/v4-phase15-final-method-lock-v1.json,data-frozen/validation/v4-phase15-final-method-lock-v1.json,ship,Phase 15 held-out validation tier,2515,2515
B,validation,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/validation/artifacts/v4-phase15-validation-cell-summary-v1.csv,data-frozen/validation/v4-phase15-validation-cell-summary-v1.csv,ship,Phase 15 held-out validation tier,7914,7914
B,validation,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/validation/artifacts/v4-phase15-validation-gate-checks-v1.csv,data-frozen/validation/v4-phase15-validation-gate-checks-v1.csv,ship,Phase 15 held-out validation tier,761,761
B,validation,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/validation/artifacts/v4-phase15-validation-overall-summary-v1.csv,data-frozen/validation/v4-phase15-validation-overall-summary-v1.csv,ship,Phase 15 held-out validation tier,841,841
B,validation,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/validation/artifacts/v4-phase15-validation-raw-manifest-v1.csv,data-frozen/validation/v4-phase15-validation-raw-manifest-v1.csv,ship,Phase 15 held-out validation tier,8596,8596
B,validation,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/validation/artifacts/v4-phase15-validation-subgroup-summary-v1.csv,data-frozen/validation/v4-phase15-validation-subgroup-summary-v1.csv,ship,Phase 15 held-out validation tier,5212,5212
B,excluded,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/execution-bundles/v4-phase16-aws-execution-bundle-v1.tar.gz,,exclude,D-3: redundant execution container; members ship individually as annotated reference code or locked inputs; excluded from the public package,19700,0
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-aws-execution-receipt-v1.json,data-frozen/confirmatory/v4-phase16-aws-execution-receipt-v1.json,ship,"Phase 16 fresh confirmation, locked",1558,1558
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-cell-summary-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-cell-summary-v1.csv,ship,"Phase 16 fresh confirmation, locked",9528,9528
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-comparator-summary-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-comparator-summary-v1.csv,ship,"Phase 16 fresh confirmation, locked",2809,2809
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-decision-v1.json,data-frozen/confirmatory/v4-phase16-confirmation-decision-v1.json,ship,"Phase 16 fresh confirmation, locked",821,821
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-gate-checks-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-gate-checks-v1.csv,ship,"Phase 16 fresh confirmation, locked",289,289
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-gate-evidence-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-gate-evidence-v1.csv,ship,"Phase 16 fresh confirmation, locked",448,448
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-lane-summary-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-lane-summary-v1.csv,ship,"Phase 16 fresh confirmation, locked",1085,1085
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-overall-summary-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-overall-summary-v1.csv,ship,"Phase 16 fresh confirmation, locked",750,750
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-raw-manifest-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-raw-manifest-v1.csv,ship,"Phase 16 fresh confirmation, locked",11614,11614
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-confirmation-subgroup-summary-v1.csv,data-frozen/confirmatory/v4-phase16-confirmation-subgroup-summary-v1.csv,ship,"Phase 16 fresh confirmation, locked",5444,5444
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-evidence-manifest-v1.csv,data-frozen/confirmatory/v4-phase16-evidence-manifest-v1.csv,ship,"Phase 16 fresh confirmation, locked",4065,4065
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-final-closure-checks-v1.csv,data-frozen/confirmatory/v4-phase16-final-closure-checks-v1.csv,ship,"Phase 16 fresh confirmation, locked",1857,1857
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-final-closure-receipt-v1.json,data-frozen/confirmatory/v4-phase16-final-closure-receipt-v1.json,ship,"Phase 16 fresh confirmation, locked",1634,1634
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-key-metrics-v1.json,data-frozen/confirmatory/v4-phase16-key-metrics-v1.json,ship,"Phase 16 fresh confirmation, locked",1630,1630
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-protocol-ready-checks-v1.csv,data-frozen/confirmatory/v4-phase16-protocol-ready-checks-v1.csv,ship,"Phase 16 fresh confirmation, locked",2176,2176
B,confirmatory,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/confirmatory/artifacts/v4-phase16-protocol-ready-receipt-v1.json,data-frozen/confirmatory/v4-phase16-protocol-ready-receipt-v1.json,ship,"Phase 16 fresh confirmation, locked",1850,1850
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-andreadis-file-line-crosswalk-v1.csv,data-frozen/phase18/review/v4-andreadis-file-line-crosswalk-v1.csv,ship,G18-A original-source crosswalk,4580,4580
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-g18a-gate-criteria-v1.csv,data-frozen/phase18/review/v4-g18a-gate-criteria-v1.csv,ship,G18-A original-source crosswalk,1183,1183
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-molenaar-page-crosswalk-v1.csv,data-frozen/phase18/review/v4-molenaar-page-crosswalk-v1.csv,ship,G18-A original-source crosswalk,4394,4394
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-phase18-claim-eligibility-v1.csv,data-frozen/phase18/review/v4-phase18-claim-eligibility-v1.csv,ship,G18-A original-source crosswalk,3214,3214
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-phase18-formula-assumption-bridge-v1.csv,data-frozen/phase18/review/v4-phase18-formula-assumption-bridge-v1.csv,ship,G18-A original-source crosswalk,2940,2940
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-phase18-paper-architecture-score-v1.csv,data-frozen/phase18/review/v4-phase18-paper-architecture-score-v1.csv,ship,G18-A original-source crosswalk,2233,2233
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-phase18-review-test-results-v1.csv,data-frozen/phase18/review/v4-phase18-review-test-results-v1.csv,ship,G18-A original-source crosswalk,3372,3372
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-phase18-source-artifact-register-v1.csv,data-frozen/phase18/review/v4-phase18-source-artifact-register-v1.csv,ship,G18-A original-source crosswalk,2127,2127
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-review/results/v4-rueschendorf-page-crosswalk-v1.csv,data-frozen/phase18/review/v4-rueschendorf-page-crosswalk-v1.csv,ship,G18-A original-source crosswalk,3635,3635
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-production/artifacts/v4-g18b-final-decision-receipt-v1.json,data-frozen/phase18/production/v4-g18b-final-decision-receipt-v1.json,ship,G18-B production integration receipts,5428,5428
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-production/artifacts/v4-g18b-final-evidence-manifest-v1.csv,data-frozen/phase18/production/v4-g18b-final-evidence-manifest-v1.csv,ship,G18-B production integration receipts,4700,4700
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-production/artifacts/v4-step18-2-package-metrics-v1.json,data-frozen/phase18/production/v4-step18-2-package-metrics-v1.json,ship,G18-B production integration receipts,1713,1713
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-production/artifacts/v4-step18-2-reference-objects-v1.rds,data-frozen/phase18/production/v4-step18-2-reference-objects-v1.rds,ship,G18-B production integration receipts,19928,19928
B,phase18,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/phase18-production/artifacts/v4-step18-2-session-info-v1.txt,data-frozen/phase18/production/v4-step18-2-session-info-v1.txt,ship,G18-B production integration receipts,1168,1168
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/authorize-phase17-empirical-application-v1.R,provenance/governance/authorize-phase17-empirical-application-v1.R,ship,"D-3: authority addenda, manifest, freeze inventory",4235,4179
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/authorize-phase18-review-v1.R,provenance/governance/authorize-phase18-review-v1.R,ship,"D-3: authority addenda, manifest, freeze inventory",4645,4323
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/build-step14-1-governance-v1.R,provenance/governance/build-step14-1-governance-v1.R,ship,"D-3: authority addenda, manifest, freeze inventory",16698,16656
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-cluster-polytomous-governance-manifest-v1.json,provenance/governance/v4-cluster-polytomous-governance-manifest-v1.json,ship,"D-3: authority addenda, manifest, freeze inventory",5639,5597
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-phase14-autonomous-authority-addendum-v1.json,provenance/governance/v4-phase14-autonomous-authority-addendum-v1.json,ship,"D-3: authority addenda, manifest, freeze inventory",1912,1691
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-phase15-autonomous-authority-addendum-v1.json,provenance/governance/v4-phase15-autonomous-authority-addendum-v1.json,ship,"D-3: authority addenda, manifest, freeze inventory",1572,1433
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-phase17-empirical-application-authority-v1.json,provenance/governance/v4-phase17-empirical-application-authority-v1.json,ship,"D-3: authority addenda, manifest, freeze inventory",2065,2031
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-phase18-review-authority-v1.json,provenance/governance/v4-phase18-review-authority-v1.json,ship,"D-3: authority addenda, manifest, freeze inventory",2100,1821
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-source-and-freeze-inventory-v1.csv,provenance/governance/v4-source-and-freeze-inventory-v1.csv,ship,"D-3: authority addenda, manifest, freeze inventory",23579,23579
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-step14-1-foundation-receipt-v1.json,provenance/governance/v4-step14-1-foundation-receipt-v1.json,ship,"D-3: authority addenda, manifest, freeze inventory",1566,1566
B,governance,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/governance/v4-step14-1-validation-checks-v1.csv,provenance/governance/v4-step14-1-validation-checks-v1.csv,ship,"D-3: authority addenda, manifest, freeze inventory",1372,1372
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-g17-decision-receipt-v1.json,data-frozen/empirical/artifacts/v4-g17-decision-receipt-v1.json,ship,SWMDK application locked artifacts,2258,2258
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-g17-gate-criteria-v1.csv,data-frozen/empirical/artifacts/v4-g17-gate-criteria-v1.csv,ship,SWMDK application locked artifacts,1455,1455
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-phase17-aws-execution-receipt-v1.json,data-frozen/empirical/artifacts/v4-phase17-aws-execution-receipt-v1.json,ship,SWMDK application locked artifacts,1532,1532
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-phase17-evidence-manifest-v1.csv,data-frozen/empirical/artifacts/v4-phase17-evidence-manifest-v1.csv,ship,SWMDK application locked artifacts,9253,9253
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-phase17-final-closure-checks-v1.csv,data-frozen/empirical/artifacts/v4-phase17-final-closure-checks-v1.csv,ship,SWMDK application locked artifacts,2234,2234
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-phase17-final-closure-receipt-v1.json,data-frozen/empirical/artifacts/v4-phase17-final-closure-receipt-v1.json,ship,SWMDK application locked artifacts,2452,2452
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-phase17-final-evidence-manifest-v1.csv,data-frozen/empirical/artifacts/v4-phase17-final-evidence-manifest-v1.csv,ship,SWMDK application locked artifacts,13517,13517
B,empirical,2025-06-27_Bayesian Mokken Scaling/paper-A-bayesian-scalability/codebase/research/v4/cluster-polytomous/empirical-swmdk/phase17/artifacts/v4-phase17-key-metrics-v1.json,data-frozen/empirical/artifacts/v4-phase17-key-metrics-v1.json,ship,SWMDK application locked artifacts,2377,2377
