"gamma_cluster","method_id","target","grouping_variable","grouping_value","replications","coverage","coverage_mcse","mean_interval_length","median_interval_length","mean_bias","maximum_invalid_fraction","status_ok_fraction"
-1.5,"V4-P15-HBB-RESP-GN150-v1","respondent","size_mechanism","balanced",360,0.958333333333333,0.0105317714500716,0.0905218129207768,0.0900674747293081,-0.000835491269438137,0,1
-1.5,"V4-P15-HBB-RESP-GN150-v1","respondent","size_mechanism","informative_negative",360,0.961111111111111,0.0101893930701758,0.103140414814965,0.107708322303051,0.000772209052318629,0,1
-1.5,"V4-P15-HBB-RESP-GN150-v1","respondent","size_mechanism","informative_positive",480,0.964583333333333,0.00843632107676001,0.0976732445285904,0.101168459723559,-0.000420219763096544,0,1
-1.5,"V4-P15-HBB-RESP-GN150-v1","respondent","size_mechanism","swmdk_like",480,0.958333333333333,0.00912078162261368,0.0912497297860318,0.0945123993890573,-0.000987235372044053,0,1
-1.25,"V4-P15-HBB-CLUSTER-GN125-v1","equal_cluster","G","20",600,0.96,0.008,0.115520459706009,0.114537063541055,3.56985802394028e-05,0,1
-1.25,"V4-P15-HBB-CLUSTER-GN125-v1","equal_cluster","G","30",600,0.971666666666667,0.00677379208857633,0.11484452941222,0.113037230620266,-0.000735281382604585,0,1
-1.25,"V4-P15-HBB-CLUSTER-GN125-v1","equal_cluster","G","50",480,0.983333333333333,0.0058432455466563,0.0831312201201603,0.0829312382181163,0.000420316366887945,0,1
-1.25,"V4-P15-HBB-CLUSTER-GN125-v1","equal_cluster","size_mechanism","balanced",360,0.972222222222222,0.00866124395086561,0.0960630631200024,0.0951064544676147,-0.000835491269438137,0,1
-1.25,"V4-P15-HBB-CLUSTER-GN125-v1","equal_cluster","size_mechanism","informative_negative",360,0.969444444444444,0.0090710028816258,0.117024699675187,0.119984729777092,0.00110383672496494,0,1
-1.25,"V4-P15-HBB-CLUSTER-GN125-v1","equal_cluster","size_mechanism","informative_positive",480,0.972916666666667,0.00740914783517771,0.107701171337904,0.111351074315748,0.000330757599303706,0,1
-1.25,"V4-P15-HBB-CLUSTER-GN125-v1","equal_cluster","size_mechanism","swmdk_like",480,0.96875,0.00794164098019631,0.10357046308365,0.106382003348724,-0.000986178827017345,0,1
-1.25,"V4-P15-HBB-RESP-GN125-v1","respondent","G","20",600,0.961666666666667,0.00783835536415738,0.111019727503601,0.109227092563446,0.00018861556484692,0,1
-1.25,"V4-P15-HBB-RESP-GN125-v1","respondent","G","30",600,0.975,0.00637377439199098,0.110481619823456,0.109272243982549,-0.00161939263360243,0,1
-1.25,"V4-P15-HBB-RESP-GN125-v1","respondent","G","50",480,0.979166666666667,0.0065190914428884,0.0796483573978973,0.0788245218703696,0.000333554537964155,0,1
-1.25,"V4-P15-HBB-RESP-GN125-v1","respondent","size_mechanism","balanced",360,0.963888888888889,0.00983292354590096,0.096304267955859,0.0954958464324338,-0.000835491269438137,0,1
-1.25,"V4-P15-HBB-RESP-GN125-v1","respondent","size_mechanism","informative_negative",360,0.972222222222222,0.00866124395086561,0.109978974732199,0.11539413158781,0.000772209052318629,0,1
-1.25,"V4-P15-HBB-RESP-GN125-v1","respondent","size_mechanism","informative_positive",480,0.970833333333333,0.00768059950760983,0.104039789238399,0.107965542216289,-0.000420219763096544,0,1
-1.25,"V4-P15-HBB-RESP-GN125-v1","respondent","size_mechanism","swmdk_like",480,0.977083333333333,0.00683000321125406,0.0977728203022762,0.101795104756803,-0.000987235372044053,0,1
-1,"V4-P15-HBB-CLUSTER-GN100-v1","equal_cluster","G","20",600,0.968333333333333,0.0071488797361182,0.124483493957152,0.123423797771134,3.56985802394028e-05,0,1
-1,"V4-P15-HBB-CLUSTER-GN100-v1","equal_cluster","G","30",600,0.978333333333333,0.00594379539551149,0.121636485943355,0.119722302697292,-0.000735281382604585,0,1
-1,"V4-P15-HBB-CLUSTER-GN100-v1","equal_cluster","G","50",480,0.985416666666667,0.00547164275344217,0.0867014937712724,0.0864929231571352,0.000420316366887945,0,1
-1,"V4-P15-HBB-CLUSTER-GN100-v1","equal_cluster","size_mechanism","balanced",360,0.975,0.0082285073575548,0.10183695620868,0.100764478031764,-0.000835491269438137,0,1
-1,"V4-P15-HBB-CLUSTER-GN100-v1","equal_cluster","size_mechanism","informative_negative",360,0.977777777777778,0.00776895443089002,0.124291427991314,0.128389233336323,0.00110383672496494,0,1
-1,"V4-P15-HBB-CLUSTER-GN100-v1","equal_cluster","size_mechanism","informative_positive",480,0.979166666666667,0.0065190914428884,0.114285970046388,0.11815057233819,0.000330757599303706,0,1
-1,"V4-P15-HBB-CLUSTER-GN100-v1","equal_cluster","size_mechanism","swmdk_like",480,0.975,0.00712609640686962,0.110469210450524,0.114139053938717,-0.000986178827017345,0,1
-1,"V4-P15-HBB-RESP-GN100-v1","respondent","G","20",600,0.976666666666667,0.0061629117697304,0.119633557665806,0.117701835256563,0.00018861556484692,0,1
-1,"V4-P15-HBB-RESP-GN100-v1","respondent","G","30",600,0.985,0.0049623583103198,0.117015551941693,0.115734653075847,-0.00161939263360243,0,1
-1,"V4-P15-HBB-RESP-GN100-v1","respondent","G","50",480,0.983333333333333,0.0058432455466563,0.0830690509876346,0.0822098338276404,0.000333554537964155,0,1
-1,"V4-P15-HBB-RESP-GN100-v1","respondent","size_mechanism","balanced",360,0.969444444444444,0.0090710028816258,0.102086722990941,0.101464419129822,-0.000835491269438137,0,1
-1,"V4-P15-HBB-RESP-GN100-v1","respondent","size_mechanism","informative_negative",360,0.980555555555556,0.00727750682748857,0.116817534649433,0.122269744719887,0.000772209052318629,0,1
-1,"V4-P15-HBB-RESP-GN100-v1","respondent","size_mechanism","informative_positive",480,0.983333333333333,0.0058432455466563,0.110406333948207,0.115350134528955,-0.000420219763096544,0,1
-1,"V4-P15-HBB-RESP-GN100-v1","respondent","size_mechanism","swmdk_like",480,0.989583333333333,0.00463414854688858,0.104295910818521,0.108846635621497,-0.000987235372044053,0,1
-0.75,"V4-P15-HBB-CLUSTER-GN075-v1","equal_cluster","G","20",600,0.983333333333333,0.00522635770061856,0.133446528208296,0.132310532001213,3.56985802394028e-05,0,1
-0.75,"V4-P15-HBB-CLUSTER-GN075-v1","equal_cluster","G","30",600,0.98,0.00571547606649409,0.128428442474491,0.126407374774318,-0.000735281382604585,0,1
-0.75,"V4-P15-HBB-CLUSTER-GN075-v1","equal_cluster","G","50",480,0.989583333333333,0.00463414854688858,0.0902717674223845,0.0900546080961541,0.000420316366887945,0,1
-0.75,"V4-P15-HBB-CLUSTER-GN075-v1","equal_cluster","size_mechanism","balanced",360,0.977777777777778,0.00776895443089002,0.107610849297357,0.106660619187493,-0.000835491269438137,0,1
-0.75,"V4-P15-HBB-CLUSTER-GN075-v1","equal_cluster","size_mechanism","informative_negative",360,0.983333333333333,0.00674719877860619,0.131558156307441,0.135887022620221,0.00110383672496494,0,1
-0.75,"V4-P15-HBB-CLUSTER-GN075-v1","equal_cluster","size_mechanism","informative_positive",480,0.989583333333333,0.00463414854688858,0.120870768754871,0.125563493213369,0.000330757599303706,0,1
-0.75,"V4-P15-HBB-CLUSTER-GN075-v1","equal_cluster","size_mechanism","swmdk_like",480,0.983333333333333,0.0058432455466563,0.117367957817398,0.121582633183782,-0.000986178827017345,0,1
-0.75,"V4-P15-HBB-RESP-GN075-v1","respondent","G","20",600,0.986666666666667,0.00468251277904566,0.128247387828011,0.12617657794968,0.00018861556484692,0,1
-0.75,"V4-P15-HBB-RESP-GN075-v1","respondent","G","30",600,0.985,0.0049623583103198,0.12354948405993,0.122197062169145,-0.00161939263360243,0,1
-0.75,"V4-P15-HBB-RESP-GN075-v1","respondent","G","50",480,0.985416666666667,0.00547164275344217,0.0864897445773719,0.0855951457849113,0.000333554537964155,0,1
-0.75,"V4-P15-HBB-RESP-GN075-v1","respondent","size_mechanism","balanced",360,0.977777777777778,0.00776895443089002,0.107869178026023,0.107279447454192,-0.000835491269438137,0,1
-0.75,"V4-P15-HBB-RESP-GN075-v1","respondent","size_mechanism","informative_negative",360,0.986111111111111,0.00616801509003435,0.123656094566668,0.129290214626703,0.000772209052318629,0,1
-0.75,"V4-P15-HBB-RESP-GN075-v1","respondent","size_mechanism","informative_positive",480,0.983333333333333,0.0058432455466563,0.116772878658015,0.123017670302235,-0.000420219763096544,0,1
-0.75,"V4-P15-HBB-RESP-GN075-v1","respondent","size_mechanism","swmdk_like",480,0.99375,0.00359714513538166,0.110819001334765,0.115965810955005,-0.000987235372044053,0,1
-0.5,"V4-P15-HBB-CLUSTER-GN050-v1","equal_cluster","G","20",600,0.988333333333333,0.00438378747119345,0.142409562459439,0.141197266231293,3.56985802394028e-05,0,1
-0.5,"V4-P15-HBB-CLUSTER-GN050-v1","equal_cluster","G","30",600,0.99,0.00406201920231798,0.135220399005626,0.133092446851343,-0.000735281382604585,0,1
-0.5,"V4-P15-HBB-CLUSTER-GN050-v1","equal_cluster","G","50",480,0.995833333333333,0.00294013376805785,0.0938420410734966,0.093616293035173,0.000420316366887945,0,1
-0.5,"V4-P15-HBB-CLUSTER-GN050-v1","equal_cluster","size_mechanism","balanced",360,0.988888888888889,0.00552460514450973,0.113384742386035,0.113098587469948,-0.000835491269438137,0,1
-0.5,"V4-P15-HBB-CLUSTER-GN050-v1","equal_cluster","size_mechanism","informative_negative",360,0.991666666666667,0.00479116341962786,0.138824884623568,0.143493505734836,0.00110383672496494,0,1
-0.5,"V4-P15-HBB-CLUSTER-GN050-v1","equal_cluster","size_mechanism","informative_positive",480,0.989583333333333,0.00463414854688858,0.127455567463354,0.13279054692064,0.000330757599303706,0,1
-0.5,"V4-P15-HBB-CLUSTER-GN050-v1","equal_cluster","size_mechanism","swmdk_like",480,0.99375,0.00359714513538166,0.124266705184272,0.128507376086676,-0.000986178827017345,0,1
-0.5,"V4-P15-HBB-RESP-GN050-v1","respondent","G","20",600,0.99,0.00406201920231798,0.136861217990216,0.134651320642797,0.00018861556484692,0,1
-0.5,"V4-P15-HBB-RESP-GN050-v1","respondent","G","30",600,0.988333333333333,0.00438378747119345,0.130083416178168,0.128659471262443,-0.00161939263360243,0,1
-0.5,"V4-P15-HBB-RESP-GN050-v1","respondent","G","50",480,0.99375,0.00359714513538166,0.0899104381671092,0.088980457742182,0.000333554537964155,0,1
-0.5,"V4-P15-HBB-RESP-GN050-v1","respondent","size_mechanism","balanced",360,0.983333333333333,0.00674719877860619,0.113651633061106,0.113440885595087,-0.000835491269438137,0,1
-0.5,"V4-P15-HBB-RESP-GN050-v1","respondent","size_mechanism","informative_negative",360,0.991666666666667,0.00479116341962786,0.130494654483902,0.136226747934624,0.000772209052318629,0,1
-0.5,"V4-P15-HBB-RESP-GN050-v1","respondent","size_mechanism","informative_positive",480,0.991666666666667,0.00414926923508045,0.123139423367823,0.129639247136409,-0.000420219763096544,0,1
-0.5,"V4-P15-HBB-RESP-GN050-v1","respondent","size_mechanism","swmdk_like",480,0.99375,0.00359714513538166,0.117342091851009,0.123143271487615,-0.000987235372044053,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster","G","20",600,0.996666666666667,0.00235309095383858,0.160335630961726,0.158970734691451,3.56985802394028e-05,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster","G","30",600,0.996666666666667,0.00235309095383858,0.148804312067897,0.146462591005394,-0.000735281382604585,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster","G","50",480,0.997916666666667,0.00208116206298486,0.100982588375721,0.100739662913211,0.000420316366887945,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster","size_mechanism","balanced",360,0.997222222222222,0.00277391707017504,0.12493252856339,0.125774258626623,-0.000835491269438137,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster","size_mechanism","informative_negative",360,0.994444444444444,0.00391744366690854,0.153358341255822,0.158541900437716,0.00110383672496494,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster","size_mechanism","informative_positive",480,0.997916666666667,0.00208116206298486,0.140625164880321,0.146749037842757,0.000330757599303706,0,1
0,"V4-P15-HBB-CLUSTER-G000-v1","equal_cluster","size_mechanism","swmdk_like",480,0.997916666666667,0.00208116206298486,0.138064199918021,0.143072461094695,-0.000986178827017345,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent","G","20",600,0.996666666666667,0.00235309095383858,0.154088878314626,0.15160080602903,0.00018861556484692,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent","G","30",600,0.993333333333333,0.00332220364171691,0.143151280414642,0.14158428944904,-0.00161939263360243,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent","G","50",480,0.995833333333333,0.00294013376805785,0.0967518253465838,0.0957510816567236,0.000333554537964155,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent","size_mechanism","balanced",360,0.997222222222222,0.00277391707017504,0.12521654313127,0.12585241578486,-0.000835491269438137,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent","size_mechanism","informative_negative",360,0.991666666666667,0.00479116341962786,0.144171774318371,0.15004632173868,0.000772209052318629,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent","size_mechanism","informative_positive",480,0.995833333333333,0.00294013376805785,0.135872512787439,0.144288002579239,-0.000420219763096544,0,1
0,"V4-P15-HBB-RESP-G000-v1","respondent","size_mechanism","swmdk_like",480,0.995833333333333,0.00294013376805785,0.130388272883498,0.13723595956688,-0.000987235372044053,0,1
